Gemeinde;AGS;Mietenstufe
Hilders;6631012;1
Hirschhorn ;6431012;2
Hirzenhain;6440011;1
Hochheim am Main;6436006;5
Höchst i. Odw.;6437009;2
Hofbieber;6631013;1
Hofgeismar;6633013;1
Hofheim am Taunus;6436007;5
Hohenahr;6532013;1
Hohenroda;6632010;1
Hohenstein;6439006;2
Homberg ;6634009;1
Homberg ;6535009;1
Hosenfeld;6631014;1
Hünfeld;6631015;1
Hünfelden;6533008;1
Hungen;6531008;1
Hünstetten;6439007;1
Hüttenberg;6532014;2
Idstein;6439008;3
Immenhausen;6633014;1
Jesberg;6634010;1
Jossgrund;6435016;2
Kalbach;6631016;1
Karben;6440012;4
Kassel;6611000;3
Kaufungen;6633015;2
Kefenrod;6440013;1
Kelkheim ;6436008;6
Kelsterbach;6433007;4
Kiedrich;6439009;2
Kirchhain;6534011;2
Kirchheim;6632011;1
Kirtorf;6535010;1
Knüllwald;6634011;1
Königstein im Taunus;6434005;5
Korbach;6635015;1
Körle;6634012;1
Kriftel;6436009;6
Kronberg im Taunus;6434006;5
Künzell;6631017;2
Lahnau;6532015;1
Lahntal;6534012;1
Lampertheim;6431013;2
Langen ;6438006;6
Langenselbold;6435017;3
Langgöns;6531009;2
Laubach;6531010;2
Lauterbach ;6535011;1
Lautertal ;6431014;2
Lautertal ;6535012;1
Leun;6532016;1
Lich;6531011;2
Lichtenfels;6635016;1
Liebenau;6633016;1
Liederbach am Taunus;6436010;6
Limburg a.d.Lahn;6533009;2
Limeshain;6440014;1
Linden;6531012;3
Lindenfels;6431015;2
Linsengericht;6435018;2
Lohfelden;6633017;2
Löhnberg;6533010;1
Lohra;6534013;1
Lollar;6531013;2
Lorch;6439010;2
Lorsch;6431016;4
Ludwigsau;6632012;1
Lützelbach;6437010;2
Mainhausen;6438007;4
Maintal;6435019;5
Malsfeld;6634013;1
Marburg;6534014;4
Meinhard;6636007;1
Meißner;6636008;1
Melsungen;6634014;1
Mengerskirchen;6533011;1
Merenberg;6533012;1
Messel;6432012;4
Michelstadt;6437011;2
Mittenaar;6532017;1
Modautal;6432013;4
Mörfelden-Walldorf;6433008;5
Mörlenbach;6431017;2
Morschen;6634015;1
Mossautal;6437012;2
Mücke;6535013;1
Mühlheim am Main;6438008;5
Mühltal;6432014;5
Münchhausen;6534015;1
Münster ;6432015;4
Münzenberg;6440015;1
Nauheim;6433009;3
Naumburg;6633018;1
Neckarsteinach;6431018;2
Nentershausen;6632013;1
Neu-Anspach;6434007;4
Neuberg;6435020;2
Neu-Eichenberg;6636009;1
Neuenstein;6632014;1
Neuental;6634016;1
Neuhof;6631018;1
Neu-Isenburg;6438009;6
Neukirchen;6634017;1
Neustadt ;6534016;1
Nidda;6440016;1
Niddatal;6440017;1
Nidderau;6435021;3
Niedenstein;6634018;1
Niederaula;6632015;1
Niederdorfelden;6435022;2
Niedernhausen;6439011;4
Nieste;6633019;1
Niestetal;6633020;2
Nüsttal;6631019;1
Oberaula;6634019;1
Ober-Mörlen;6440018;1
Ober-Ramstadt;6432016;4
Obertshausen;6438010;4
Oberursel ;6434008;6
Oberweser;6633021;1
Oberzent;6437016;1
Oestrich-Winkel;6439012;4
Offenbach am Main;6413000;6
Ortenberg;6440019;1
Ottrau;6634020;1
Otzberg;6432017;4
Petersberg;6631020;1
Pfungstadt;6432018;4
Philippsthal ;6632016;1
Pohlheim;6531014;2
Poppenhausen ;6631021;1
Rabenau;6531015;2
Ranstadt;6440020;1
Rasdorf;6631022;1
Raunheim;6433010;6
Rauschenberg;6534017;1
Reichelsheim ;6437013;2
Reichelsheim ;6440021;1
Reinhardshagen;6633022;1
Reinheim;6432019;3
Reiskirchen;6531016;2
Riedstadt;6433011;4
Rimbach;6431019;2
Ringgau;6636010;1
Rockenberg;6440022;1
Rodenbach;6435023;4
Rödermark;6438012;4
Rodgau;6438011;5
Romrod;6535014;1
Ronneburg;6435024;2
Ronshausen;6632017;1
Rosbach v.d. Höhe;6440023;3
Rosenthal;6635017;1
Roßdorf;6432020;4
Rotenburg a.d. Fulda;6632018;1
Rüdesheim am Rhein;6439013;2
Runkel;6533013;1
Rüsselsheim am Main;6433012;5
Schaafheim;6432021;4
Schauenburg;6633023;1
Schenklengsfeld;6632019;1
Schlangenbad;6439014;2
Schlitz;6535015;1
Schlüchtern;6435025;2
Schmitten;6434009;4
Schöffengrund;6532018;1
Schöneck;6435026;4
Schotten;6535016;1
Schrecksbach;6634021;1
Schwalbach am Taunus;6436011;5
Schwalmstadt;6634022;1
Schwalmtal;6535017;1
Schwarzenborn;6634023;1
Seeheim-Jugenheim;6432022;5
Seligenstadt;6438013;4
Selters ;6533014;1
Siegbach;6532019;1
Sinn;6532020;1
Sinntal;6435027;2
Söhrewald;6633024;1
Solms;6532021;2
Sontra;6636011;1
Spangenberg;6634024;1
Stadtallendorf;6534018;2
Staufenberg;6531017;2
Steffenberg;6534019;1
Steinau a. d. Straße;6435028;1
Steinbach ;6434010;5
Stockstadt am Rhein;6433013;3
Sulzbach ;6436012;6
Tann ;6631023;1
Taunusstein;6439015;4
Trebur;6433014;4
Trendelburg;6633025;1
Twistetal;6635018;1
Ulrichstein;6535018;1
Usingen;6434011;4
Vellmar;6633026;2
Viernheim;6431020;3
Villmar;6533015;1
Vöhl;6635019;1
Volkmarsen;6635020;1
Wabern;6634025;1
Wächtersbach;6435029;2
Wahlsburg;6633027;1
Waldbrunn ;6533016;1
Waldeck;6635021;1
Waldems;6439016;2
Waldkappel;6636012;1
Wald-Michelbach;6431021;2
Waldsolms;6532022;1
Walluf;6439017;2
Wanfried;6636013;1
Wartenberg;6535019;1
Wehretal;6636014;1
Wehrheim;6434012;4
Weilburg;6533017;1
Weilmünster;6533018;1
Weilrod;6434013;4
Weimar ;6534020;1
Weinbach;6533019;1
Weißenborn;6636015;1
Weiterstadt;6432023;5
Wettenberg;6531018;3
Wetter ;6534021;1
Wetzlar;6532023;3
Wiesbaden;6414000;6
Wildeck;6632020;1
Willingen ;6635022;1
Willingshausen;6634026;1
Witzenhausen;6636016;1
Wohratal;6534022;1
Wölfersheim;6440024;1
Wolfhagen;6633028;1
Wöllstadt;6440025;1
Zierenberg;6633029;1
Zwingenberg;6431022;2
Admannshagen-Bargeshagen;13072001;2
Ahlbeck;13075001;2
Ahrenshagen-Daskow;13073001;2
Ahrenshoop;13073002;2
Alt Bukow;13072002;2
Alt Krenzlin;13076001;1
Alt Meteln;13074001;2
Alt Schwerin;13071001;1
Alt Sührkow;13072003;2
Alt Tellin;13075002;2
Alt Zachun;13076002;1
Altefähr;13073003;2
Altenhagen;13071002;1
Altenhof;13071003;1
Altenkirchen;13073004;2
Altenpleen;13073005;2
Altentreptow;13071004;1
Altkalen;13072004;2
Altwarp;13075003;2
Altwigshagen;13075004;2
Am Salzhaff;13072005;2
Ankershagen;13071005;1
Anklam;13075005;2
Baabe;13073006;2
Bad Doberan;13072006;3
Bad Kleinen;13074002;2
Bad Sülze;13073007;2
Balow;13076003;1
Bandelin;13075006;2
Bandenitz;13076004;1
Banzkow;13076005;1
Bargischow;13075007;2
Barkhagen;13076006;1
Barnekow;13074003;2
Barnin;13076007;1
Bartenshagen-Parkentin;13072007;2
Barth;13073009;2
Bartow;13071006;1
Basedow;13071007;1
Bastorf;13072008;2
Baumgarten;13072009;2
Beggerow;13071008;1
Behrenhoff;13075008;2
Behren-Lübchin;13072010;2
Belsch;13076008;1
Bengerstorf;13076009;1
Benitz;13072011;2
Bentwisch;13072012;2
Bentzin;13075009;2
Benz;13074004;2
Benz;13075010;2
Bergen auf Rügen;13073010;2
Bergholz;13075011;2
Bernitt;13072013;2
Bernstorf;13074005;2
Beseritz;13071009;1
Besitz;13076010;1
Bibow;13074006;2
Biendorf;13072014;2
Binz;13073011;2
Blankenberg;13076011;1
Blankenhagen;13072015;2
Blankenhof;13071010;1
Blankensee;13071011;1
Blankensee;13075012;2
Blesewitz;13075013;2
Blievenstorf;13076012;1
Blowatz;13074007;2
Blumenholz;13071012;1
Bobitz;13074008;2
Bobzin;13076013;1
Boddin;13072016;2
Boiensdorf;13074009;2
Boizenburg/Elbe;13076014;2
Boldekow;13075015;2
Bollewick;13071013;1
Boltenhagen;13074010;2
Boock;13075016;2
Börgerende-Rethwisch;13072017;2
Borkow;13076015;1
Born a. Darß;13073012;2
Borrentin;13071014;1
Brahlstorf;13076016;1
Bredenfelde;13071015;1
Breege;13073013;2
Breesen;13071016;1
Breest;13071017;1
Brenz;13076017;1
Bresegard bei Eldena;13076018;1
Bresegard bei Picher;13076019;1
Brietzig;13075017;2
Briggow;13071018;1
Bröbberow;13072018;2
Broderstorf;13072019;2
Brüel;13076020;1
Brunn;13071019;1
Brunow;13076021;1
Brünzow;13075018;2
Brüsewitz;13074012;2
Buchholz;13071020;1
Bugewitz;13075020;2
Buggenhagen;13075021;2
Bülow;13076023;1
Burg Stargard;13071021;1
Burow;13071022;1
Buschvitz;13073014;2
Bütow;13071023;1
Butzow;13075022;2
Bützow;13072020;2
Cambs;13076024;1
Cammin;13072021;2
Carinerland;13072022;2
Carlow;13074013;2
Carpin;13071025;1
Cölpin;13071026;1
Cramonshagen;13074014;2
Crivitz;13076025;1
Dabel;13076026;1
Daberkow;13075023;2
Dahmen;13072023;2
Dalberg-Wendelstorf;13074015;2
Dalkendorf;13072024;2
Dambeck;13076027;1
Damshagen;13074016;2
Dargelin;13075025;2
Dargen;13075026;2
Dargun;13071027;1
Dassow;13074017;2
Datzetal;13071028;1
Dechow;13074018;2
Demen;13076029;1
Demmin;13071029;2
Dersekow;13075027;2
Dersenow;13076030;1
Dettmannsdorf;13073015;2
Deyelsdorf;13073016;2
Diedrichshagen;13075028;2
Diekhof;13072025;2
Dierhagen;13073017;2
Divitz-Spoldershagen;13073018;2
Dobbertin;13076032;1
Dobbin-Linstow;13072026;2
Dobin am See;13076033;1
Dolgen am See;13072027;2
Dömitz;13076034;1
Domsühl;13076035;1
Dorf Mecklenburg;13074019;2
Dragun;13074020;2
Dranske;13073019;2
Drechow;13073020;2
Dreetz;13072028;2
Dreschvitz;13073021;2
Ducherow;13075029;2
Duckow;13071030;1
Dümmer;13076036;1
Dummerstorf;13072029;2
Eggesin;13075031;2
Eixen;13073022;2
Eldena;13076037;1
Elmenhorst;13073023;2
Elmenhorst/Lichtenhagen;13072030;2
Fahrenwalde;13075032;2
Faulenrost;13071032;1
Feldberger Seenlandschaft;13071033;1
Ferdinandshof;13075033;2
Fincken;13071034;1
Finkenthal;13072031;2
Franzburg;13073024;2
Friedland;13071035;1
Friedrichsruhe;13076038;1
Fuhlendorf;13073025;2
Fünfseen;13071036;1
Gadebusch;13074021;2
Gägelow;13074022;2
Galenbeck;13071037;1
Gallin;13076039;1
Gallin-Kuppentin;13076040;1
Gammelin;13076041;1
Ganzlin;13076166;1
Garz;13075034;2
Garz/Rügen;13073027;2
Gehlsbach;13076165;1
Gelbensande;13072032;2
Genzkow;13071038;1
Gielow;13071039;1
Gingst;13073028;2
Gischow;13076043;1
Glasewitz;13072033;2
Glasin;13074023;2
Glasow;13075035;2
Glewitz;13073029;2
Glowe;13073030;2
Gneven;13076044;1
Gnevkow;13071041;1
Gnewitz;13072034;2
Gnoien;13072035;2
Godendorf;13071042;1
Göhlen;13076046;1
Göhren;13073031;2
Göhren-Lebbin;13071043;1
Golchen;13071044;1
Goldberg;13076048;1
Gorlosen;13076049;1
Görmin;13075036;2
Gottesgabe;13074024;2
Gotthun;13071045;1
Graal-Müritz;13072036;2
Grabow;13076050;1
Grabow-Below;13071046;1
Grabowhöfe;13071047;1
Grambin;13075037;2
Grambow;13074025;2
Grambow;13075038;2
Grammendorf;13073032;2
Grammentin;13071048;1
Grammow;13072037;2
Gransebieth;13073033;2
Granzin;13076051;1
Grapzow;13071049;1
Grebs-Niendorf;13076053;1
Greifswald;13075039;3
Gremersdorf-Buchholz;13073034;2
Gresse;13076054;1
Greven;13076055;1
Grevesmühlen;13074026;2
Gribow;13075040;2
Grieben;13074027;2
Grimmen;13073035;2
Grischow;13071050;1
Groß Godems;13076056;1
Groß Kelle;13071053;1
Groß Kiesow;13075041;2
Groß Kordshagen;13073036;2
Groß Krams;13076057;1
Groß Laasch;13076058;1
Groß Luckow;13075042;2
Groß Miltzow;13071054;1
Groß Mohrdorf;13073037;2
Groß Molzahn;13074028;2
Groß Nemerow;13071055;1
Groß Plasten;13071056;1
Groß Polzin;13075043;2
Groß Roge;13072038;2
Groß Schwiesow;13072039;2
Groß Siemz;13074029;2
Groß Stieten;13074030;2
Groß Teetzleben;13071057;1
Groß Wokern;13072040;2
Groß Wüstenfelde;13072041;2
Grünow;13071058;1
Gültz;13071059;1
Gülzow;13071060;1
Gülzow-Prüzen;13072042;2
Gustow;13073038;2
Güstrow;13072043;2
Gutow;13072044;2
Gützkow;13075044;2
Hagenow;13076060;2
Hammer a. d. Uecker;13075045;2
Hanshagen;13075046;2
Heinrichswalde;13075048;2
Heringsdorf;13075049;2
Hinrichshagen;13075050;2
Hintersee;13075051;2
Hohen Demzin;13072045;2
Hohen Pritz;13076062;1
Hohen Sprenz;13072046;2
Hohen Viecheln;13074031;2
Hohen Wangelin;13071063;1
Hohenbollentin;13071064;1
Hohenfelde;13072047;2
Hohenkirchen;13074032;2
Hohenmocker;13071065;1
Hohenzieritz;13071066;1
Holdorf;13074033;2
Holldorf;13071067;1
Holthusen;13076063;1
Hoort;13076064;1
Hoppenrade;13072048;2
Hornstorf;13074034;2
Hugoldsdorf;13073039;2
Hülseburg;13076065;1
Insel Hiddensee;13073040;5
Insel Poel;13074035;2
Iven;13075053;2
Ivenack;13071068;1
Jabel;13071069;1
Jakobsdorf;13073041;2
Jarmen;13075054;2
Jatznick;13075055;2
Jesendorf;13074036;2
Jördenstorf;13072049;2
Jürgenshagen;13072050;2
Jürgenstorf;13071070;1
Kalkhorst;13074037;2
Kamminke;13075056;2
Karenz;13076067;1
Kargow;13071071;1
Karlsburg;13075057;2
Karlshagen;13075058;2
Karnin;13073042;2
Karrenzin;13076068;1
Karstädt;13076069;1
Kassow;13072051;2
Katzow;13075059;2
Kemnitz;13075060;2
Kentzlin;13071072;1
Kenz-Küstrow;13073043;2
Kieve;13071073;1
Kirch Jesar;13076070;1
Kirch Mulsow;13072052;2
Kittendorf;13071074;1
Klausdorf;13073044;2
Klein Belitz;13072053;2
Klein Bünzow;13075061;2
Klein Rogahn;13076071;1
Klein Trebbow;13074038;2
Klein Upahl;13072055;2
Klein Vielen;13071075;1
Kletzin;13071076;1
Klink;13071077;1
Klocksin;13071078;1
Kloster Tempzin;13076167;1
Kluis;13073045;2
Klütz;13074039;2
Kneese;13074040;2
Knorrendorf;13071079;1
Koblentz;13075063;2
Kobrow;13076072;1
Kogel;13076073;1
Königsfeld;13074042;2
Korswandt;13075065;2
Koserow;13075066;2
Krackow;13075067;2
Krakow am See;13072056;2
Kramerhof;13073046;2
Kratzeburg;13071080;1
Kreien;13076075;1
Krembz;13074043;2
Kremmin;13076076;1
Krien;13075068;2
Kriesow;13071081;1
Kritzmow;13072057;2
Kritzow;13076077;1
Kröpelin;13072058;2
Kröslin;13075069;2
Kruckow;13075070;2
Krugsdorf;13075071;2
Krummin;13075072;2
Krusenfelde;13075073;2
Krusenhagen;13074044;2
Kublank;13071083;1
Kuchelmiß;13072059;2
Kuckssee;13071173;1
Kuhlen-Wendorf;13076078;1
Kühlungsborn;13072060;2
Kuhs;13072061;2
Kuhstorf;13076079;1
Kummerow;13071084;1
Kummerow;13073047;2
Laage;13072062;2
Lalendorf;13072063;2
Lambrechtshagen;13072064;2
Lancken-Granitz;13073048;2
Langen Brütz;13076080;1
Lärz;13071087;1
Lassan;13075074;2
Leezen;13076082;1
Leizen;13071088;1
Lelkendorf;13072066;2
Leopoldshagen;13075075;2
Leussow;13076084;1
Levenhagen;13075076;2
Lewitzrand;13076085;1
Liepgarten;13075078;2
Lietzow;13073049;2
Lindenberg;13071089;1
Lindetal;13071090;1
Lindholz;13073050;2
Löbnitz;13073051;2
Löcknitz;13075079;2
Lockwisch;13074045;2
Loddin;13075080;2
Lohme;13073052;2
Lohmen;13072067;2
Loissin;13075081;2
Loitz;13075082;2
Lübberstorf;13074046;2
Lübesse;13076086;1
Lüblow;13076087;1
Lubmin;13075083;2
Lübow;13074047;2
Lübs;13075084;2
Lübstorf;13074048;2
Lübtheen;13076088;1
Lübz;13076089;1
Luckow;13075085;2
Lüdersdorf;13074049;2
Lüdershagen;13073053;2
Ludorf;13071091;1
Ludwigslust;13076090;2
Lühburg;13072068;2
Lühmannsdorf;13075086;2
Lüssow;13072069;2
Lüssow;13073054;2
Lütow;13075087;2
Lüttow-Valluhn;13076092;1
Lützow;13074050;2
Malchin;13071092;1
Malchow;13071093;1
Malk Göhren;13076093;1
Malliß;13076094;1
Marlow;13073055;2
Marnitz;13076095;1
Massow;13071095;1
Medow;13075088;2
Meesiger;13071096;1
Meiersberg;13075089;2
Mellenthin;13075090;2
Melz;13071097;1
Menzendorf;13074052;2
Mesekenhagen;13075091;2
Mestlin;13076096;1
Metelsdorf;13074053;2
Millienhagen-Oebelitz;13073057;2
Milow;13076097;1
Mirow;13071099;1
Mistorf;13072071;2
Möllenbeck;13071100;1
Möllenbeck;13076098;1
Möllenhagen;13071101;1
Mölln;13071102;1
Mölschow;13075092;2
Moltzow;13071103;1
Mönchgut;13073107;2
Mönchhagen;13072072;2
Mönkebude;13075093;2
Moraas;13076099;1
Muchow;13076100;1
Mühl Rosin;13072073;2
Mühlen Eichsen;13074054;2
Murchin;13075094;2
Mustin;13076101;1
Nadrensee;13075095;2
Neddemin;13071104;1
Neetzka;13071105;1
Neetzow-Liepen;13075155;2
Neu Bartelshagen;13073058;2
Neu Boltenhagen;13075097;2
Neu Gülze;13076102;1
Neu Kaliß;13076103;1
Neu Kosenow;13075098;2
Neu Poserin;13076104;1
Neubrandenburg;13071107;2
Neubukow;13072074;2
Neuburg;13074056;2
Neuenkirchen;13071108;1
Neuenkirchen;13073059;2
Neuenkirchen;13075101;2
Neuenkirchen;13075102;2
Neukalen;13071109;1
Neukloster;13074057;2
Neustadt-Glewe;13076105;1
Neustrelitz;13071110;2
Neverin;13071111;1
Nieden;13075103;2
Niendorf;13074058;2
Nienhagen;13072075;2
Niepars;13073060;2
Nossendorf;13071112;1
Nossentiner Hütte;13071113;1
Nostorf;13076106;1
Nustrow;13072076;2
Obere Warnow;13076164;1
Pampow;13076107;1
Pantelitz;13073061;2
Papendorf;13072077;2
Papendorf;13075104;2
Papenhagen;13073062;2
Parchim;13076108;2
Parchtitz;13073063;2
Pasewalk;13075105;1
Passee;13074060;2
Passow;13076109;1
Pätow-Steegen;13076110;1
Patzig;13073064;2
Peenehagen;13071172;1
Peenemünde;13075106;2
Penkow;13071114;1
Penkun;13075107;2
Penzin;13072078;2
Penzlin;13071115;1
Perlin;13074061;2
Petersdorf;13071116;1
Picher;13076111;1
Pingelshagen;13074062;2
Pinnow;13076112;1
Plaaz;13072079;2
Plate;13076113;1
Plau am See;13076114;1
Plöwen;13075108;2
Plüschow;13074063;2
Pokrent;13074064;2
Pölchow;13072080;2
Polzow;13075109;2
Poppendorf;13072081;2
Poseritz;13073065;2
Postlow;13075110;2
Pragsdorf;13071117;1
Prebberede;13072082;2
Preetz;13073066;2
Prerow;13073067;2
Priborn;13071118;1
Priepert;13071119;1
Pripsleben;13071120;1
Prislich;13076115;1
Pritzier;13076116;1
Prohn;13073068;2
Pruchten;13073069;2
Pudagla;13075111;2
Putbus;13073070;2
Putgarten;13073071;2
Raben Steinfeld;13076117;1
Ralswiek;13073072;2
Rambin;13073073;2
Ramin;13075113;2
Rankwitz;13075114;2
Rappin;13073074;2
Rastow;13076118;1
Rechlin;13071122;1
Reddelich;13072083;2
Redefin;13076119;1
Rehna;13074065;2
Reimershagen;13072084;2
Rerik;13072085;2
Retschow;13072086;2
Ribnitz-Damgarten;13073075;2
Richtenberg;13073076;2
Rieps;13074066;2
Ritzerow;13071123;1
Röbel/Müritz;13071124;1
Röckwitz;13071125;1
Roduchelstorf;13074067;2
Roggendorf;13074068;2
Roggenstorf;13074069;2
Roggentin;13072087;2
Rögnitz;13074070;2
Rollwitz;13075115;2
Rom;13076120;1
Rosenow;13071127;1
Rossin;13075116;2
Rossow;13075117;2
Rostock;13003000;4
Rothemühl;13075118;2
Rothenklempenow;13075119;2
Rövershagen;13072088;2
Rubenow;13075120;2
Rubkow;13075121;2
Rühn;13072089;2
Rukieten;13072090;2
Rüting;13074071;2
Saal;13073077;2
Sagard;13073078;2
Samtens;13073079;2
Sanitz;13072091;2
Sarmstorf;13072092;2
Sarnow;13075122;2
Sarow;13071128;1
Sassen-Trantow;13075123;2
Sassnitz;13073080;2
Satow;13072093;2
Sauzin;13075124;2
Schaprode;13073081;2
Schildetal;13074072;2
Schlagsdorf;13074073;2
Schlemmin;13073082;2
Schloen-Dratow;13071174;1
Schmatzin;13075125;2
Schönbeck;13071130;1
Schönberg;13074074;2
Schönfeld;13071131;1
Schönhausen;13071132;1
Schönwalde;13075126;2
Schorssow;13072094;2
Schossin;13076121;1
Schwaan;13072095;2
Schwanheide;13076122;1
Schwarz;13071133;1
Schwasdorf;13072096;2
Schwerin;13004000;3
Seehof;13074075;2
Sehlen;13073083;2
Sellin;13073084;2
Selmsdorf;13074076;2
Selpin;13072097;2
Semlow;13073085;2
Setzin;13076123;1
Siedenbollentin;13071135;1
Siedenbrünzow;13071136;1
Sietow;13071137;1
Siggelkow;13076125;1
Silz;13071138;1
Sommersdorf;13071139;1
Spantekow;13075127;2
Splietsdorf;13073086;2
Sponholz;13071140;1
Spornitz;13076126;1
Stäbelow;13072098;2
Staven;13071141;1
Stavenhagen;13071142;1
Steffenshagen;13072099;2
Steinhagen;13072101;2
Steinhagen;13073087;2
Stepenitztal;13074093;2
Sternberg;13076128;1
Stolpe;13076129;1
Stolpe an der Peene;13075128;2
Stolpe auf Usedom;13075129;2
Stralendorf;13076130;1
Stralsund;13073088;3
Strasburg ;13075130;2
Strohkirchen;13076131;1
Stubbendorf;13072102;2
Stuer;13071143;1
Suckow;13076132;1
Süderholz;13073089;2
Sukow;13076133;1
Sukow-Levitzow;13072103;2
Sülstorf;13076134;1
Sundhagen;13073090;2
Tarnow;13072104;2
Techentin;13076135;1
Teldau;13076136;1
Tessenow;13076137;1
Tessin b. Boizenburg;13076138;1
Tessin;13072105;2
Testorf-Steinfort;13074077;2
Teterow;13072106;2
Thandorf;13074078;2
Thelkow;13072107;2
Thulendorf;13072108;2
Thürkow;13072109;2
Toddin;13076139;1
Torgelow am See;13071144;1
Torgelow;13075131;2
Tramm;13076140;1
Trassenheide;13075133;2
Trent;13073092;2
Tribsees;13073093;2
Trinwillershagen;13073094;2
Trollenhagen;13071145;1
Tutow;13075134;2
Tützpatz;13071146;1
Ückeritz;13075135;2
Ueckermünde;13075136;2
Uelitz;13076141;1
Ummanz;13073095;2
Upahl;13074079;2
Usedom;13075137;2
Userin;13071147;1
Utecht;13074080;2
Utzedel;13071148;1
Varchentin;13071149;1
Veelböken;13074081;2
Velgast;13073096;2
Vellahn;13076142;1
Ventschow;13074082;2
Verchen;13071150;1
Vielank;13076143;1
Viereck;13075138;2
Vipperow;13071152;1
Vogelsang-Warsin;13075139;2
Voigtsdorf;13071153;1
Vollrathsruhe;13071154;1
Völschow;13075140;2
Vorbeck;13072110;2
Wackerow;13075141;2
Walkendorf;13072111;2
Walow;13071155;1
Wardow;13072112;2
Waren ;13071156;3
Warin;13074084;2
Warlitz;13076145;1
Warlow;13076146;1
Warnkenhagen;13072113;2
Warnow;13072114;2
Warnow;13074085;2
Warrenzin;13071157;1
Warsow;13076147;1
Wedendorfersee;13074092;2
Weitendorf;13076148;1
Weitenhagen;13073097;2
Weitenhagen;13075142;2
Wendisch Baggendorf;13073098;2
Wendorf;13073099;2
Werder;13071158;1
Werder;13076151;1
Wesenberg;13071159;1
Wieck a. Darß;13073100;2
Wiek;13073101;2
Wiendorf;13072116;2
Wildberg;13071160;1
Wilhelmsburg;13075143;2
Wismar;13074087;3
Wittenbeck;13072117;2
Wittenburg;13076152;1
Wittendörp;13076153;1
Wittenförden;13076154;1
Wittenhagen;13073102;2
Witzin;13076155;1
Wöbbelin;13076156;1
Woggersin;13071161;1
Wokuhl-Dabelow;13071162;1
Wolde;13071163;1
Woldegk;13071164;1
Wolgast;13075144;3
Wrangelsburg;13075145;2
Wredenhagen;13071165;1
Wulkenzin;13071166;1
Wusterhusen;13075146;2
Wustrow;13071167;1
Wustrow;13073103;2
Zapel;13076158;1
Zarnewanz;13072118;2
Zarrendorf;13073104;2
Zarrentin am Schaalsee;13076159;1
Zehna;13072119;2
Zemitz;13075147;2
Zempin;13075148;2
Zepelin;13072120;2
Zepkow;13071168;1
Zerrenthin;13075149;2
Zettemin;13071169;1
Zickhusen;13074088;2
Ziegendorf;13076160;1
Zierow;13074089;2
Zierzow;13076161;1
Ziesendorf;13072121;2
Ziethen;13075150;2
Zingst;13073105;2
Zinnowitz;13075151;2
Zirchow;13075152;2
Zirkow;13073106;2
Zirzow;13071170;1
Zislow;13071171;1
Zölkow;13076162;1
Zülow;13076163;1
Zurow;13074090;2
Züsow;13074091;2
Züssow;13075154;2
Achim;3361001;3
Adelebsen;3159001;1
Adelheidsdorf;3351001;1
Adenbüttel;3151001;1
Adendorf;3355001;4
Aerzen;3252001;1
Affinghausen;3251001;1
Agathenburg;3359001;2
Ahausen;3357001;1
Ahlden ;3358001;1
Ahlerstedt;3359002;2
Ahnsbeck;3351002;1
Ahnsen;3257001;1
Alfeld ;3254002;1
Alfhausen;3459001;1
Alfstedt;3357002;1
Algermissen;3254003;1
Altenmedingen;3360001;1
Amelinghausen;3355002;2
Amt Neuhaus;3355049;2
Anderlingen;3357003;1
Andervenne;3454001;1
Ankum;3459002;1
Apelern;3257002;1
Apen;3451001;1
Apensen;3359003;2
Appel;3353001;3
Arholzen;3255001;1
Armstorf;3352002;1
Artlenburg;3355003;2
Asendorf;3251002;1
Asendorf;3353002;3
Auetal;3257003;1
Auhagen;3257004;1
Aurich ;3452001;1
Axstedt;3356001;1
Bad Bentheim;3456001;2
Bad Bevensen;3360002;1
Bad Bodenteich;3360005;1
Bad Eilsen;3257005;1
Bad Essen;3459003;1
Bad Fallingbostel;3358008;1
Bad Gandersheim;3155001;1
Bad Grund ;3159002;1
Bad Harzburg;3153002;2
Bad Iburg;3459004;2
Bad Laer;3459005;1
Bad Lauterberg im Harz;3159003;1
Bad Münder am Deister;3252002;1
Bad Nenndorf;3257006;2
Bad Pyrmont;3252003;1
Bad Rothenfelde;3459006;1
Bad Sachsa;3159004;1
Bad Salzdetfurth;3254005;2
Bad Zwischenahn;3451002;2
Badbergen;3459007;1
Baddeckenstedt;3158002;1
Bahrdorf;3154001;1
Bahrenborstel;3251003;1
Bakum;3460001;1
Balge;3256001;1
Balje;3359004;2
Baltrum;3452002;5
Bardowick;3355004;2
Barenburg;3251004;1
Barendorf;3355005;2
Bargstedt;3359005;2
Barnstedt;3355006;2
Barnstorf;3251005;1
Barsinghausen;3241002;2
Barßel;3453001;1
Barum;3355007;2
Barum;3360003;1
Barver;3251006;1
Barwedel;3151002;1
Basdahl;3357004;1
Bassum;3251007;1
Bawinkel;3454002;1
Beckdorf;3359006;2
Beckedorf;3257007;1
Beckeln;3458001;1
